Browser,City,Convname,Convtype,Count,Countrycode,Device,Linkid,Os,Timestamp,Type,Visitortoken
Instagram App,Longview,Individual plan,membership,1,US,mobile,417fcf90-5e32-4ff7-9a47-8774d6e2572b,iOS,2019-11-10T03:43:00Z,conversion,568248aef337830b09e0xxxxxxxxxxxx
Instagram App,Toronto,Individual plan,trial,1,CA,mobile,f29dcd1a-815f-4d9b-9d1f-1297ba2a6926,iOS,2019-11-10T04:34:00Z,conversion,69fb02d9799f3dd869e2xxxxxxxxxxxx
Mobile Safari UIWebView,Frisco,Individual plan,membership,1,US,mobile,bbf8d3f9-a9de-4534-883e-97fc566bc6e9,iOS,2019-11-10T04:46:00Z,conversion,c9ce43eb9c0b9c201cd4xxxxxxxxxxxx
Mobile Safari UIWebView,Auckland,Individual plan,trial,1,NZ,mobile,ff3919e1-293b-4876-9340-31b0a8567126,iOS,2019-11-10T05:31:00Z,conversion,89f959ed9cde8d8badb3xxxxxxxxxxxx
Instagram App,Burscough,Individual plan,membership,1,GB,mobile,d1c83c4e-a9c4-4422-9431-aceda150b542,iOS,2019-11-10T06:07:00Z,conversion,6123bf9822064f3c700axxxxxxxxxxxx
Safari,Gifu City,Individual plan,trial,1,JP,mobile,2daf028b-64ca-45c1-a091-bb754c231ee2,iOS,2019-11-10T06:19:00Z,conversion,9fa17e2c6109ba8cc94exxxxxxxxxxxx
Safari,Unknown,Individual plan,membership,1,JP,mobile,b3942543-3c85-42dd-a731-92fb59953375,iOS,2019-11-10T07:47:00Z,conversion,74399abde859d0999287xxxxxxxxxxxx
Safari,Tomisato,Individual plan,trial,1,JP,mobile,2daf028b-64ca-45c1-a091-bb754c231ee2,iOS,2019-11-10T08:31:00Z,conversion,76725c85dfae70b7df3cxxxxxxxxxxxx
Facebook App,Decatur,Individual plan,membership,1,US,mobile,29d58e91-14d5-4610-9ec5-d4e517461185,iOS,2019-11-10T09:09:00Z,conversion,e4838642ee65639c88ddxxxxxxxxxxxx
Instagram App,Novosibirsk,Individual plan,membership,1,RU,mobile,f16f6aff-54a4-4827-baac-e5aefa31827d,iOS,2019-11-10T09:12:00Z,conversion,fd3c8c575a77d7b94210xxxxxxxxxxxx
Facebook App,Ducos,Individual plan,membership,1,MQ,mobile,4ae289d0-8ccb-416f-8a8c-7c6f9ae87e8b,iOS,2019-11-10T09:45:00Z,conversion,eab278444df5c83492f3xxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,HK,mobile,8561db7c-10f2-4fae-a6c2-a89b00b4fb14,iOS,2019-11-10T09:56:00Z,conversion,912e5a66416a7a40f1d9xxxxxxxxxxxx
Instagram App,Huddersfield,Individual plan,trial,1,GB,mobile,8fc7d12b-7631-4d06-b0ad-5f53cede38ee,iOS,2019-11-10T10:09:00Z,conversion,3bc7fbf23f6df3889c09xxxxxxxxxxxx
Instagram App,Salvador,Individual plan,trial,1,BR,mobile,03116da3-10cf-403d-a063-5fa6c5da68be,iOS,2019-11-10T10:49:00Z,conversion,9f08efe56e91458c1df6xxxxxxxxxxxx
Instagram App,Birmingham,Individual plan,trial,1,GB,mobile,c2eb274f-138d-4287-b234-7d9f037614b1,iOS,2019-11-10T11:19:00Z,conversion,aaf7eb8e4fa28ba92ac4xxxxxxxxxxxx
Safari,Tokyo,Individual plan,trial,1,JP,mobile,14dacdaa-e5fc-492c-a219-d312587a1141,iOS,2019-11-10T11:45:00Z,conversion,b1b7b9dbf1748d49d73fxxxxxxxxxxxx
Safari,Miyazaki,Individual plan,trial,1,JP,mobile,8702ee3f-6e40-4d13-b5e6-beed99cf6d70,iOS,2019-11-10T13:25:00Z,conversion,531258b9a463f86c9c87xxxxxxxxxxxx
Instagram App,Edgware,Individual plan,trial,1,GB,mobile,d6a2f20a-c61b-4eab-a432-3f8a1f6193b3,iOS,2019-11-10T13:53:00Z,conversion,9b047ef1e462e95c3809xxxxxxxxxxxx
Facebook App,Cantonment,Individual plan,membership,1,US,mobile,7045452b-f693-49a9-89ae-ecd1a0089cb8,iOS,2019-11-10T14:35:00Z,conversion,0fdcfb6810c337adf718xxxxxxxxxxxx
Instagram App,Kamiitabashi,Individual plan,trial,1,JP,mobile,3ead4842-372f-402a-ba48-d3f38b470665,iOS,2019-11-10T14:36:00Z,conversion,aa9060fcc12a85392a98xxxxxxxxxxxx
Safari,Tokyo,Individual plan,trial,1,JP,mobile,be80a4a8-53c9-477e-bcd1-39ec55515de2,iOS,2019-11-10T14:53:00Z,conversion,4a3a71c90b3740731871xxxxxxxxxxxx
Safari,Elkridge,Individual plan,membership,1,US,mobile,4f187d0f-f0c9-4167-a7fa-6fe3d251d694,iOS,2019-11-10T15:00:00Z,conversion,2b9d44e86b2d9d561e34xxxxxxxxxxxx
Facebook App,Ottumwa,Family plan,membership,1,US,mobile,2539620e-296c-4b6d-a567-405a772c8fa0,iOS,2019-11-10T15:02:00Z,conversion,cd70b88e920f9037064bxxxxxxxxxxxx
Safari,Mexico City,Individual plan,membership,1,MX,mobile,39e2ce19-9fd1-4d34-bda4-de63f840cb30,iOS,2019-11-10T15:25:00Z,conversion,dce9ecf0a86082c8ce32xxxxxxxxxxxx
Instagram App,Rio de Janeiro,Individual plan,trial,1,BR,mobile,7cc7e6c0-f0d4-4f5d-9e52-3dcd06363896,iOS,2019-11-10T15:56:00Z,conversion,c2b4245dbc82c06f07c6xxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,JP,mobile,e59076c7-cd62-453b-9483-bda77c59cb1e,iOS,2019-11-10T16:01:00Z,conversion,9f12487885a63f4c6020xxxxxxxxxxxx
Safari,Unknown,Individual plan,membership,1,JP,mobile,e59076c7-cd62-453b-9483-bda77c59cb1e,iOS,2019-11-10T16:24:00Z,conversion,19c6abc84494e0fc74d2xxxxxxxxxxxx
Safari,Duisburg,Individual plan,membership,1,DE,mobile,d5e35ed9-ade6-4766-a7bf-d438865baf77,iOS,2019-11-10T17:22:00Z,conversion,152a39e5296bb650da0exxxxxxxxxxxx
Mobile Safari UIWebView,East Longmeadow,Individual plan,membership,1,US,mobile,ff3919e1-293b-4876-9340-31b0a8567126,iOS,2019-11-10T17:37:00Z,conversion,2a558ba873dc314d8676xxxxxxxxxxxx
Instagram App,Brussels,Individual plan,trial,1,BE,mobile,eafc9393-6ea9-44bb-bba3-0b0e9783e8aa,iOS,2019-11-10T18:02:00Z,conversion,156203f6bafa6774883cxxxxxxxxxxxx
Instagram App,Unknown,Individual plan,membership,1,US,mobile,636c2a94-7b9e-45b3-a2fd-8e4f7c5c5726,iOS,2019-11-10T18:29:00Z,conversion,23f0cb73ece981774006xxxxxxxxxxxx
Facebook Messenger,Brussels,Individual plan,membership,1,BE,mobile,bed4b24d-0fa4-4dbe-a0f2-557df66fa034,iOS,2019-11-10T18:42:00Z,conversion,ddc0ca2c1349cdbf4310xxxxxxxxxxxx
Instagram App,Hawthorne,Individual plan,trial,1,US,mobile,23dffe96-5a88-4084-8f60-8d4c444d5023,iOS,2019-11-10T19:18:00Z,conversion,bd28a4918dd85fe80a75xxxxxxxxxxxx
Safari,Magalhaes,Family plan,membership,1,BR,mobile,2f05564d-0c8b-487d-be84-69baf14af41c,iOS,2019-11-10T19:25:00Z,conversion,68b25d5c572d37ab5a9bxxxxxxxxxxxx
Safari,Oakland,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-10T20:04:00Z,conversion,81296f9ece653b2d6483xxxxxxxxxxxx
Facebook App,Cagliari,Individual plan,trial,1,IT,mobile,aa45de4d-b3d2-4ece-ad6b-63a201736a45,iOS,2019-11-10T20:04:00Z,conversion,f7baed7a500d6606333dxxxxxxxxxxxx
Safari,Akrehamn,Individual plan,trial,1,NO,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-10T20:25:00Z,conversion,38ba9f6576b4710b7686xxxxxxxxxxxx
Google App,Oakland,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-10T20:27:00Z,conversion,d84aa4d050145c325b53xxxxxxxxxxxx
Safari,San Diego,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-10T20:43:00Z,conversion,0f1659413901c508636axxxxxxxxxxxx
Safari,Ōtsu,Individual plan,trial,1,JP,mobile,2daf028b-64ca-45c1-a091-bb754c231ee2,iOS,2019-11-10T20:48:00Z,conversion,dff3b78746450ae2827bxxxxxxxxxxxx
Instagram App,St Petersburg,Individual plan,trial,1,RU,mobile,e0c00178-1a1e-44c8-8078-dc860582b4d5,iOS,2019-11-10T21:11:00Z,conversion,a3b17e0f1978230f6e89xxxxxxxxxxxx
Safari,Henderson,Individual plan,membership,1,US,desktop,a85457fe-9e2a-4417-bae7-39624d9ce24c,macOS,2019-11-10T21:21:00Z,conversion,b4b55e2ce68fee743128xxxxxxxxxxxx
Mobile Safari UIWebView,Unknown,Individual plan,trial,1,FR,mobile,8cb6f738-2f69-4ce6-9bd4-fa17df74153f,iOS,2019-11-10T21:36:00Z,conversion,808d4cf86613abb05f39xxxxxxxxxxxx
Facebook App,Unknown,Individual plan,membership,1,US,mobile,df4546b7-aef9-41a0-ab8e-9bc1e4ace940,iOS,2019-11-10T21:40:00Z,conversion,c9bf35141ffe611f1131xxxxxxxxxxxx
Safari,Sacramento,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-10T22:38:00Z,conversion,673c70ec58907de5f85fxxxxxxxxxxxx
Line App,Fukuoka,Student plan,membership,1,JP,mobile,9a587ca9-684c-48d5-a187-758a74902b2b,iOS,2019-11-10T22:58:00Z,conversion,8cb9d369a52cc12c5cd3xxxxxxxxxxxx
Mobile Safari UIWebView,Nabari,Individual plan,trial,1,JP,mobile,7992221e-d837-4a40-bdd5-a33c998966f9,iOS,2019-11-10T23:31:00Z,conversion,80c384c7a15fe09ebfa7xxxxxxxxxxxx
Safari,Miami,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-10T23:37:00Z,conversion,69ec36d77dff7abd2ab8xxxxxxxxxxxx
Mobile Safari UIWebView,Tokyo,Individual plan,membership,1,JP,Mobile Phone,50d52143-72ba-4e15-81f2-ba1ee4069802,iOS,2019-11-10T23:38:00Z,conversion,6b302d4c1d3ea23fc6f8xxxxxxxxxxxx
Mobile Safari UIWebView,Studio City,Individual plan,membership,1,US,Mobile Phone,612d8a6e-03fe-47dc-9b6e-61fa47363f66,iOS,2019-11-10T23:59:00Z,conversion,66c087e5620db9218f4exxxxxxxxxxxx
Instagram App,Asahi,Individual plan,trial,1,JP,mobile,e59076c7-cd62-453b-9483-bda77c59cb1e,iOS,2019-11-11T00:18:00Z,conversion,139d1682f49095498de6xxxxxxxxxxxx
Safari,Altadena,Individual plan,membership,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T00:28:00Z,conversion,f73076f8bfc658a951c9xxxxxxxxxxxx
Instagram App,Irving,Individual plan,membership,1,US,mobile,f29dcd1a-815f-4d9b-9d1f-1297ba2a6926,iOS,2019-11-11T00:44:00Z,conversion,9e2090c04b2c115c8b40xxxxxxxxxxxx
Safari,Fullerton,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T00:49:00Z,conversion,32385fcb374deda6c9b6xxxxxxxxxxxx
Safari,Port Wentworth,Individual plan,trial,1,US,mobile,02ca0d95-96c7-448c-bc29-cfb16924e1c8,iOS,2019-11-11T00:59:00Z,conversion,34e396a11c7f31c598abxxxxxxxxxxxx
Instagram App,Arlington,Individual plan,membership,1,US,mobile,6de7e7e6-db54-46d5-b89b-3f49deb2ee54,iOS,2019-11-11T00:59:00Z,conversion,43d09ef30fdd5cbf78cbxxxxxxxxxxxx
Safari,Talence,Individual plan,trial,1,FR,mobile,7c87cbed-a5ca-11e6-9fd0-066c3e7a8751,iOS,2019-11-11T01:04:00Z,conversion,4df80a1619fc435a67cdxxxxxxxxxxxx
Facebook App,Morris,Individual plan,trial,1,US,mobile,77610c9b-a934-4977-9b3a-7af9d166d357,iOS,2019-11-11T01:38:00Z,conversion,411867d3a2219bb818b7xxxxxxxxxxxx
Safari,Newport,Individual plan,trial,1,US,mobile,82379321-e44e-4286-b3a7-70fc9aa96a65,iOS,2019-11-11T01:57:00Z,conversion,4f2034e8ff4bca4e7175xxxxxxxxxxxx
Twitter App,Unknown,Individual plan,trial,1,JP,mobile,ca922f04-f115-4d89-8104-13c225e33bd1,iOS,2019-11-11T02:01:00Z,conversion,073f02a4935edda1ffc6xxxxxxxxxxxx
Safari,Walla Walla,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T02:37:00Z,conversion,7d44504b56c8480b6c6fxxxxxxxxxxxx
Safari,Cochiti Lake,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T02:38:00Z,conversion,08d9b153846cde2a4adcxxxxxxxxxxxx
Safari,Broomfield,Individual plan,trial,1,US,desktop,a85457fe-9e2a-4417-bae7-39624d9ce24c,macOS,2019-11-11T02:54:00Z,conversion,5e1be83dfebf230d201axxxxxxxxxxxx
Firefox,Bridgeport,Individual plan,trial,1,US,desktop,eb31fe7c-4c44-4848-bb33-6386a11a6d78,Linux,2019-11-11T02:54:00Z,conversion,df30982ac360fad69fcaxxxxxxxxxxxx
Safari,Chicago,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T03:03:00Z,conversion,8807b6e78368af504104xxxxxxxxxxxx
Safari,Montreal,Individual plan,trial,1,CA,mobile,a1eb9b87-11a4-4b7e-9951-c16c039103b2,iOS,2019-11-11T03:16:00Z,conversion,83a9161c80b963f0578fxxxxxxxxxxxx
Safari,Spokane,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T03:27:00Z,conversion,8e8f2d86d84697206ca5xxxxxxxxxxxx
Safari,Cranston,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T04:01:00Z,conversion,32fafddf86e9014195ccxxxxxxxxxxxx
Instagram App,Edogawa,Individual plan,trial,1,JP,mobile,e59076c7-cd62-453b-9483-bda77c59cb1e,iOS,2019-11-11T04:13:00Z,conversion,1e84736ed1535841d380xxxxxxxxxxxx
Instagram App,Collierville,Student plan,membership,1,US,mobile,f29dcd1a-815f-4d9b-9d1f-1297ba2a6926,iOS,2019-11-11T04:22:00Z,conversion,b649e8edb6ca523a0b47xxxxxxxxxxxx
Chrome,Oklahoma City,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T05:15:00Z,conversion,fad46b19bc5648806697xxxxxxxxxxxx
Facebook App,Seeb,Individual plan,trial,1,OM,mobile,fa650995-7e5d-413f-99a7-999e2cc107b6,iOS,2019-11-11T05:24:00Z,conversion,5cd51852b28759637eeexxxxxxxxxxxx
Safari,Taichung,Individual plan,trial,1,TW,mobile,2daf028b-64ca-45c1-a091-bb754c231ee2,iOS,2019-11-11T05:24:00Z,conversion,79fd0565ca13b589dcf7xxxxxxxxxxxx
Instagram App,Macon,Individual plan,trial,1,US,mobile,42de19f6-d319-4e5f-9468-1483c14e12f0,iOS,2019-11-11T05:42:00Z,conversion,7fd77c2d0eb83fa050d8xxxxxxxxxxxx
Safari,Obihiro,Individual plan,membership,1,JP,mobile,faf8befe-1bfa-47c6-9bae-7aff581b9609,iOS,2019-11-11T06:23:00Z,conversion,9aedce2fbc19a0838f14xxxxxxxxxxxx
Safari,DeSoto,Individual plan,trial,1,US,mobile,9790f2b9-7a8c-4ff3-a48b-e102d5a3b704,iOS,2019-11-11T06:43:00Z,conversion,8dcf7c747d6fa4e29cf4xxxxxxxxxxxx
Chrome,Bac Lieu,Individual plan,trial,1,VN,mobile,c0316f7b-2da2-4882-b157-6f88634a7513,iOS,2019-11-11T06:53:00Z,conversion,3290f966db2635930ee1xxxxxxxxxxxx
Safari,Lawrence,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T07:44:00Z,conversion,c3a1fd9d976b1ce2ee75xxxxxxxxxxxx
Safari,Nogata,Individual plan,membership,1,JP,mobile,e91f8d41-e93e-4c7d-817b-fd583f930a7d,iOS,2019-11-11T08:57:00Z,conversion,e4512fa10fd457900e47xxxxxxxxxxxx
Instagram App,Abeokuta,Individual plan,trial,1,NG,mobile,b5a12bb3-6384-4b7a-8145-8fbb56feec0a,iOS,2019-11-11T09:11:00Z,conversion,a8d91c60baff99c73221xxxxxxxxxxxx
Safari,Long Beach,Individual plan,trial,1,US,mobile,62865f9a-ba81-4f4c-9e21-a5dd713333df,iOS,2019-11-11T09:46:00Z,conversion,888ddcd2a4b6c02c3c66xxxxxxxxxxxx
Instagram App,Bath,Individual plan,trial,1,GB,mobile,18b5224e-d38d-4447-85b1-9e242aa4bb77,iOS,2019-11-11T09:55:00Z,conversion,f29afc6470d091e2eea9xxxxxxxxxxxx
Safari,Seoul,Individual plan,trial,1,KR,mobile,1d84375d-82ea-444d-8409-268ab98251cb,iOS,2019-11-11T10:29:00Z,conversion,ff38680db20f38892623xxxxxxxxxxxx
Safari,Sendai,Individual plan,membership,1,JP,mobile,18b5224e-d38d-4447-85b1-9e242aa4bb77,iOS,2019-11-11T12:18:00Z,conversion,69bca2efa69dd1fc3265xxxxxxxxxxxx
Safari,Schenectady,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T12:49:00Z,conversion,f6da4828659117fe78b7xxxxxxxxxxxx
Safari,Kobenhavn S,Individual plan,trial,1,DK,desktop,2d2ca063-5a0d-4456-bbc5-e32f5cd9bdb4,macOS,2019-11-11T12:49:00Z,conversion,86289a4771607555860fxxxxxxxxxxxx
Safari,Kawaguchi,Individual plan,trial,1,JP,mobile,41186346-1261-46b8-bf39-cedbf5f5fd44,iOS,2019-11-11T13:36:00Z,conversion,978857b56529ac49f609xxxxxxxxxxxx
Safari,Ho Chi Minh City,Individual plan,trial,1,VN,mobile,82379321-e44e-4286-b3a7-70fc9aa96a65,iOS,2019-11-11T13:41:00Z,conversion,d484605ad37e58f4a1e4xxxxxxxxxxxx
Instagram App,Tourcoing,Individual plan,membership,1,FR,mobile,d79b4865-c812-4a2a-8430-8a68a9d0f6e3,iOS,2019-11-11T13:44:00Z,conversion,e37b6b9819022659f198xxxxxxxxxxxx
Instagram App,Ebetsu,Individual plan,trial,1,JP,mobile,e59076c7-cd62-453b-9483-bda77c59cb1e,iOS,2019-11-11T13:57:00Z,conversion,9e87a77958ad98f4bee7xxxxxxxxxxxx
Safari,Shibuya,Individual plan,trial,1,JP,mobile,2daf028b-64ca-45c1-a091-bb754c231ee2,iOS,2019-11-11T14:31:00Z,conversion,48e82cc514706154235cxxxxxxxxxxxx
Safari,Rostov-on-Don,Individual plan,membership,1,RU,mobile,02ca0d95-96c7-448c-bc29-cfb16924e1c8,iOS,2019-11-11T14:39:00Z,conversion,a8118eb01efb1e686c66xxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,JP,mobile,2daf028b-64ca-45c1-a091-bb754c231ee2,iOS,2019-11-11T14:57:00Z,conversion,562aec443bffb5369308xxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,JP,mobile,45643762-603b-48df-b018-b002968420df,iOS,2019-11-11T15:05:00Z,conversion,915f5e9bc193d2acba9dxxxxxxxxxxxx
Safari,San Bernardino,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T15:21:00Z,conversion,451ad135401ec6a92b34xxxxxxxxxxxx
Instagram App,Unknown,Individual plan,trial,1,JP,mobile,e59076c7-cd62-453b-9483-bda77c59cb1e,iOS,2019-11-11T15:53:00Z,conversion,f910441f8d613438a96exxxxxxxxxxxx
Facebook App,Lima,Individual plan,trial,1,PE,mobile,080b4717-4922-4cea-9a28-f8c72c19027d,iOS,2019-11-11T16:11:00Z,conversion,2d5990e9530b72edb26dxxxxxxxxxxxx
Safari,Kaunas,Student plan,trial,1,LT,desktop,be858ec0-f24e-4bab-87cf-35e7ad8c49ca,macOS,2019-11-11T16:13:00Z,conversion,7574c62a1c0eb248f804xxxxxxxxxxxx
Safari,Brooklyn,Individual plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T16:50:00Z,conversion,7de932db2008fc29806bxxxxxxxxxxxx
Safari,Lagos,Student plan,trial,1,NG,mobile,9d6acfca-4800-4c30-8f87-4aafd9e938ee,iOS,2019-11-11T17:02:00Z,conversion,49466fa593b8b833a476xxxxxxxxxxxx
Facebook App,Yekaterinburg,Individual plan,trial,1,RU,mobile,7728d2da-4039-44c9-9384-11f6382f0fa2,iOS,2019-11-11T17:29:00Z,conversion,9b629d888a74324a5c15xxxxxxxxxxxx
Instagram App,Maceió,Individual plan,trial,1,BR,mobile,8439f87e-f7a9-4516-a362-f4d86456b848,iOS,2019-11-11T17:33:00Z,conversion,2bbc8a4b7e2979bf3091xxxxxxxxxxxx
Chrome,Indio,Individual plan,membership,1,US,desktop,2137109e-1e59-40d5-bad2-71fb5ff1d65f,macOS,2019-11-11T17:35:00Z,conversion,c5da0ef03da73401e27fxxxxxxxxxxxx
Mobile Safari UIWebView,,Individual plan,membership,1,JP,Mobile Phone,9a587ca9-684c-48d5-a187-758a74902b2b,iOS,2019-11-11T17:47:00Z,conversion,9f150530046055116c61xxxxxxxxxxxx
Instagram App,San Francisco,Individual plan,membership,1,US,mobile,91e00c82-e932-4824-915e-42b11f3506ef,iOS,2019-11-11T17:58:00Z,conversion,4cc7ba7ea758d9bd528exxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,JP,mobile,2daf028b-64ca-45c1-a091-bb754c231ee2,iOS,2019-11-11T17:59:00Z,conversion,26baed9b777361443362xxxxxxxxxxxx
Instagram App,Bollene,Student plan,membership,1,FR,mobile,4b5d4510-de5e-4dfd-a812-f2a7e6acf8ce,iOS,2019-11-11T18:57:00Z,conversion,035ae15ad7a9dc563b06xxxxxxxxxxxx
Instagram App,Surrey,Family plan,membership,1,CA,mobile,21d08bcf-5c8e-4767-a364-8f22d5d01b2c,iOS,2019-11-11T19:21:00Z,conversion,41b26234b736d23a7b06xxxxxxxxxxxx
Instagram App,Girona,Individual plan,trial,1,ES,mobile,6a672091-bc1f-4d10-a04b-9c3a483da339,iOS,2019-11-11T19:29:00Z,conversion,4f63758aa25792cc6be7xxxxxxxxxxxx
Safari,Strasbourg,Individual plan,trial,1,FR,mobile,8bde852c-b473-401d-a1b7-5b2fa449c0bc,iOS,2019-11-11T19:47:00Z,conversion,08b802efb5dfd3b80ab2xxxxxxxxxxxx
Instagram App,Edgewood,Individual plan,membership,1,US,mobile,bf2e2529-7413-4a6b-a596-8d533a344cb5,iOS,2019-11-11T20:20:00Z,conversion,7fd7c94c73ea92345d5dxxxxxxxxxxxx
Instagram App,Poitiers,Student plan,trial,1,FR,mobile,8f98fa18-8bd8-491f-869d-414f8dbb7bf3,iOS,2019-11-11T20:59:00Z,conversion,fa22beda91d3536983f3xxxxxxxxxxxx
Instagram App,Lviv,Individual plan,trial,1,UA,mobile,0661182c-258b-4d7a-b971-db4bdf9e5f5e,iOS,2019-11-11T21:21:00Z,conversion,a3020e635220f122cdeexxxxxxxxxxxx
Safari,Kazan’,Individual plan,trial,1,RU,mobile,02ca0d95-96c7-448c-bc29-cfb16924e1c8,iOS,2019-11-11T21:27:00Z,conversion,f0bf4279859fe4ac25b7xxxxxxxxxxxx
Facebook App,Sainte-Thecle,Individual plan,trial,1,CA,mobile,a9767b9d-2a88-4359-864b-ee906c48d639,iOS,2019-11-11T21:33:00Z,conversion,0ce93175cbca7c9009dcxxxxxxxxxxxx
Instagram App,Kingston,Individual plan,membership,1,US,mobile,97fabd89-35d1-4b57-a5d8-0bf07bad5727,iOS,2019-11-11T21:40:00Z,conversion,1fcc5ee437c8c128d2ecxxxxxxxxxxxx
Safari,Anaheim,Family plan,trial,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T21:52:00Z,conversion,517ef0429ee83f4c6192xxxxxxxxxxxx
Safari,Anaheim,Family plan,membership,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T22:19:00Z,conversion,517ef0429ee83f4c6192xxxxxxxxxxxx
Safari,Kachidoki,Individual plan,trial,1,JP,mobile,e59076c7-cd62-453b-9483-bda77c59cb1e,iOS,2019-11-11T22:21:00Z,conversion,717366db5b86c0c2c93fxxxxxxxxxxxx
Instagram App,Westhill,Individual plan,trial,1,GB,mobile,a198164d-d241-4605-9ca1-ebf67cbc41b2,iOS,2019-11-11T22:29:00Z,conversion,7711e2166355b09cb812xxxxxxxxxxxx
Instagram App,Kobe,Individual plan,membership,1,JP,mobile,5c4b3237-47d0-48c2-865e-c2a83ed99029,iOS,2019-11-11T23:12:00Z,conversion,010595616a4052755aecxxxxxxxxxxxx
Instagram App,Kolomyia,Individual plan,trial,1,UA,mobile,f16f6aff-54a4-4827-baac-e5aefa31827d,iOS,2019-11-11T23:15:00Z,conversion,9011fbff4cbe98c02af0xxxxxxxxxxxx
Safari,Miami,Individual plan,membership,1,US,mobile,a85457fe-9e2a-4417-bae7-39624d9ce24c,iOS,2019-11-11T23:40:00Z,conversion,ceedab3b22d529f575c6xxxxxxxxxxxx
Safari,Toshima,Individual plan,trial,1,JP,mobile,62865f9a-ba81-4f4c-9e21-a5dd713333df,iOS,2019-11-11T23:42:00Z,conversion,dbaba846396bf8c0fa7axxxxxxxxxxxx
Safari,Fujieda,Individual plan,trial,1,JP,mobile,14dacdaa-e5fc-492c-a219-d312587a1141,iOS,2019-11-12T00:21:00Z,conversion,b2c433a21dab1df095a0xxxxxxxxxxxx
Safari,Fujimino,Individual plan,membership,1,JP,mobile,6fb69e60-c8f2-4f01-9289-0c0018f7718e,iOS,2019-11-12T01:24:00Z,conversion,58c33723880abd5bfcc0xxxxxxxxxxxx
Safari,Mukaicho,Individual plan,membership,1,JP,mobile,5c4b3237-47d0-48c2-865e-c2a83ed99029,iOS,2019-11-12T01:35:00Z,conversion,80ffb997f43048f6393bxxxxxxxxxxxx
Instagram App,Gretna,Individual plan,trial,1,US,mobile,5b658d8b-faa9-4f29-97a5-d5cee0eb1e30,iOS,2019-11-12T01:53:00Z,conversion,f7d02b1bce65ad15eb47xxxxxxxxxxxx
Instagram App,Unknown,Student plan,trial,1,JP,mobile,4fbdd9d2-e122-475f-aafc-e5ff2e4d23c9,iOS,2019-11-12T03:19:00Z,conversion,f335a5a384a878d6093bxxxxxxxxxxxx
Safari,Unknown,Individual plan,membership,1,DE,mobile,735705d6-e728-4bb2-8f9c-f9c905ed8506,iOS,2019-11-12T04:41:00Z,conversion,942763a7fa08ab3843a3xxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,JP,mobile,e126635f-bebf-4927-ad66-e8071dcb040d,iOS,2019-11-12T04:49:00Z,conversion,c8aba34a884cf672292fxxxxxxxxxxxx
Instagram App,Yawata,Individual plan,trial,1,JP,mobile,5a6bf36d-b827-4fae-af16-a166cb3b40ba,iOS,2019-11-12T05:35:00Z,conversion,298a304e4033f21b1e92xxxxxxxxxxxx
Facebook App,Toronto,Individual plan,membership,1,US,mobile,49d6399c-087b-43e0-9316-e3077aad3497,iOS,2019-11-12T06:00:00Z,conversion,420c373bb1b1ff265450xxxxxxxxxxxx
